x	y	theta	steer
0.065	1.0	0.0	0
0.19314322005	1.0	0.0	0
0.3214588216891361	1.0	0.0	-0.29351111111111106
0.44993080118348544	1.0	0.0	-0.29351111111111106
0.5785441686698619	0.9996873280415116	6.279351150854282	-0.29351111111111106
0.7072804493062086	0.9984566699074708	6.265556787947331	-0.2917312871923413
0.836108015369177	0.995640585037598	6.2376777386073625	-0.2852968771801872
0.964965607103824	0.9904228705486147	6.193034868400223	-0.2721961088583044
1.0937463291953657	0.9819590003474151	6.1319801894205135	-0.2721961088583044
1.2223033544437447	0.9696553489663943	6.060295295629382	-0.2721961088583044
1.3504165258324499	0.9527649174019835	5.982059607004593	-0.2721961088583044
1.4777788278878097	0.9305133490170752	5.900079014435527	-0.14707148127063174
1.6039919419764535	0.9021795291082886	5.816226066785497	-0.10444707648827184
1.7286988701541652	0.8675969173590058	5.737421936644343	-0.05921312777276827
1.8515821755850017	0.8268369112460439	5.669993329580367	-0.014367915276300132
1.972394036863277	0.7801573149802455	5.61808860288481	-0.014367915276300132
2.0910176509025598	0.7280540126378368	5.584310244123986	0.06383506864953394
2.2073078255019145	0.6708400685683112	5.564458210524683	0.06383506864953394
2.3214433400854486	0.6093586535828196	5.559466579407466	0.11953256918392632
2.433600215294516	0.5442699046348278	5.565797188682441	0.1397756964022083
2.5442670070798754	0.4766178207351111	5.584953618995362	0.15609281118330295
2.654024250148841	0.4074477879112269	5.617579667909105	0.15609281118330295
2.7632967948863154	0.3374681314314364	5.658644950058562	0.17345352316656198
2.872567886874698	0.2674447392048011	5.704654025218532	0.17591365500745143
2.9823995413174496	0.1982673453611929	5.755269820061828	0.17591365500745143
3.0932870635768768	0.1307617006010249	5.80999596545991	0.17591365500745143
3.2055871014706265	0.0656018436846121	5.86685694649886	0.17591365500745143
3.319585870824014	0.003432677156001436	5.9245607483879015	0.17591365500745143
3.435483200133164	-0.05514875667219767	5.982300061151172	0.15688291019787534
3.5533885294088643	-0.109602814753995	6.039603840503213	0.14865651716536304
3.6732643502719604	-0.1596005368765671	6.0941979133058615	0.14865651716536304
3.795018199994915	-0.20486022095858528	6.144933806776212	0.14865651716536304
3.9185428500690014	-0.24506442702734677	6.192816377357899	0.12099627832028095
4.043669522098613	-0.2799949574859695	6.2386231841303275	0.11171555977343241
4.170120265683485	-0.3098102110100025	6.2792270467265165	0.11171555977343241
4.297692863990462	-0.33442283093840924	0.033067240152028846	0.09267542940258511
4.426165121681943	-0.35384228443074583	0.06770120546656987	0.08359841309205586
4.555297842242872	-0.3682968141557295	0.09876423384529028	0.08359841309205586
4.684877768913339	-0.37802570106654787	0.12580241441475123	0.06461660712057743
4.8147254151407255	-0.3831752464857482	0.15023639203939396	0.06461660712057743
4.9446775715358955	-0.38393690582377066	0.17306867367485557	0.06461660712057743
5.074591203290596	-0.3805168475909777	0.19499095804648606	0.036493379761647196
5.204342853074878	-0.37311696438359254	0.21646750125277556	0.036493379761647196
5.333852321367171	-0.3622344588342917	0.2340770824865951	0.036493379761647196
5.463043083807764	-0.34803214486231926	0.2491845691279896	0.003263501645753393
5.5918556157775265	-0.3307101218228313	0.2627530182723005	0.003263501645753393
5.720271626107846	-0.31063627169500924	0.2734146551376185	0.003263501645753393
5.84828909575746	-0.28814693790438717	0.280561147107332	-0.029200161578640336
5.9759020150367	-0.2634538125586328	0.2854893369875853	-0.038947393125540346
6.103183149441722	-0.23709429634267634	0.28538121370138037	-0.038947393125540346
6.230193860220558	-0.20945092007323013	0.2799994902488237	-0.038947393125540346
6.357011021266189	-0.1809256963779076	0.26955299465504284	-0.038947393125540346
6.483698131690946	-0.15182212943937523	0.2559186217319645	-0.038947393125540346
6.610329708406674	-0.1224725078490814	0.24040379411491675	-0.06811095662485361
6.736981131092946	-0.09320399438252656	0.22389663103708904	-0.06811095662485361
6.863790492436629	-0.06462333635748216	0.20325870938129104	-0.06811095662485361
6.990812302332099	-0.036998511289772995	0.1800381676530334	-0.06811095662485361
7.118099400474332	-0.010619808732104153	0.15531030341318994	-0.06811095662485361
7.245694796341665	0.014227710073326533	0.12980295417962556	-0.06526091772196638
7.3736271899834085	0.03728001468968134	0.10399277568403209	-0.06526091772196638
7.501909241039658	0.05830209220917741	0.07817813247701227	-0.06526091772196638
7.630537732648187	0.077090880408063	0.052533492228940465	-0.05153153765629738
7.759494907577877	0.09347506160032436	0.027149408669012255	-0.05153153765629738
7.888716817150005	0.10762284321309937	0.005784430213873095	-0.05153153765629738
8.018174954560452	0.11941856380342261	6.270444962536841	-0.03413519210124156
8.147828625778528	0.12882979030280556	6.253883532777972	-0.029441526281189633
8.27763273932011	0.13587521390323404	6.238643151576767	-0.029441526281189633
8.40753700965528	0.14076364462041477	6.226293784828146	-0.02027045863179684
8.537500480244244	0.14369615417794787	6.217562891772079	-0.016268252829326615
8.667492940919178	0.14477113094305225	6.211216060850781	-0.013285055785084633
8.797488604394996	0.1441294152542246	6.206374316532413	-0.010806275316211976
8.927467512165245	0.14192732407431768	6.202424552395282	-0.010806275316211976
9.057415285598172	0.13831983070036202	6.198949588353493	-0.006100978279710109
9.187322150518305	0.133450822257619	6.195674328753651	-0.006100978279710109
9.317181779781052	0.1274481506872116	6.19242489522586	-0.0006411323512002084
9.446990228179937	0.12042181525651291	6.18909804768692	0.002551335718900916
9.576745067897685	0.11246409387439413	6.185638641917408	0.006078343314681916
9.706465483565587	0.10396175959901106	6.185746412538445	0.00993708400625057
9.836153291019427	0.09497381973795885	6.188238026191485	0.00993708400625057
9.965814405392294	0.0856069139791418	6.192264351618783	0.00993708400625057
10.095457209999239	0.07598838452394663	6.197227743875551	0.014902885594091858
10.225091103190861	0.0662492010771662	6.202717058367832	0.014902885594091858
10.35472535885517	0.05651376745220531	6.208457329872907	0.014902885594091858
10.484368347241176	0.04689441526170536	6.214271353720333	0.014902885594091858
10.61402708822948	0.03748899358165222	6.220050766051692	0.014902885594091858
10.743707069651059	0.028380422309663048	6.225734589626672	0.014902885594091858
10.873412252820854	0.019637419745383394	6.231293562384169	0.016963666628717924
11.003145194514289	0.011315866848951627	6.236718882442547	0.017082404619772753
11.132907229383395	0.0034604528048295443	6.242014278684763	0.01713628527887252
11.262698672972533	-0.003893623959455385	6.2471905493052935	0.01713628527887252
11.392519019758195	-0.010719034787984827	6.252261903790045	0.01713628527887252
11.522367121755881	-0.016994853701194166	6.257243600644477	0.01713628527887252
11.6522413411306	-0.022705277200440483	6.262150498454363	0.01713628527887252
11.782139675386654	-0.027838537940346908	6.266996236383648	0.01713628527887252
11.912059856741072	-0.032386003550946604	6.2717928365774105	0.01713628527887252
12.041999428823978	-0.03634144328987915	6.2765505792972816	0.01713628527887252
12.171955804412026	-0.03970044131285829	6.281278045590724	0.013587666928376535
12.301926307874762	-0.04245993447128092	0.002796947772820022	0.012492224343528436
12.431908205669483	-0.04461785348826519	0.007483542137895623	0.012492224343528436
12.561898727736017	-0.04617284831151309	0.012156984720243597	0.012492224343528436
12.691895082127985	-0.047124080848466116	0.0168207543254223	0.00819992887157775
12.821894464732713	-0.04747107080686389	0.02147752412826314	0.00642582389225053
12.951894065507606	-0.047213582780045144	0.026129319517113288	0.00642582389225053
13.081891072306888	-0.04635154491367523	0.03077765324178923	0.00642582389225053
13.211882673087773	-0.04488499141468849	0.03542363834179331	0.00642582389225053
13.341866057062695	-0.04281402280031311	0.04006808060736704	-0.0024216034716089655
13.471838415194815	-0.040138779145991385	0.044711552954740566	-0.0024216034716089655
13.601804418896423	-0.03717098510804264	0.045631271163551534	-0.0024216034716089655
13.731763379631307	-0.033908789704247246	0.044007533786366314	-0.0024216034716089655
