x	y	theta	steer
0.065	0.1	0.0	0
0.19314322005	0.1	0.0	-0.02935111111111111
0.3214588216891361	0.1	0.0	-0.02935111111111111
0.44993080118348544	0.1	0.0	-0.02935111111111111
0.5785445486693719	0.09984633977498358	6.281353697264014	-0.02935111111111111
0.7072867116183248	0.09953927348754252	6.2782739479805825	-0.02849961333557028
0.8361450531056343	0.09904978229686139	6.2743719932255235	-0.02705357501717331
0.9651082393704764	0.09833376974504335	6.269951553191246	-0.025192003300423437
1.0941656671191629	0.09734135794627882	6.265223811588727	-0.023035673261678755
1.2233073272388193	0.09602267968133354	6.260331447173802	-0.0206629223357409
1.3525237070009621	0.09433123098428724	6.255367531628172	-0.018121930639921187
1.4818057274133354	0.09222557684426531	6.250390025568019	-0.0154400251025745
1.6111447077544363	0.08966998631949917	6.245432652361118	-0.012630562214904203
1.7405323478684656	0.0866344060374466	6.240512883852647	-0.009697901823210103
1.8699607197762096	0.08309405476736713	6.235637682169382	-0.006640915199761616
1.9994222622907574	0.07902882858215593	6.230807536967724	-0.003455393970338182
2.1289097746418806	0.07442263891241471	6.226019234412447	-0.00013565298834893158
2.258416407077555	0.06926275842704639	6.2212677012515485	0.003324444864608749
2.3879356478348868	0.06353921714518034	6.21654718803636	0.006930868785374557
2.517461306766537	0.05724426951801132	6.211851990389464	0.010689076364712323
2.6470035796022566	0.05068226432685959	6.210887425229156	0.014603852454489065
2.776558827863724	0.04384684734221398	6.212471583960355	0.016954539777172328
2.9061269544978954	0.03679263428549743	6.215744000292088	0.018263358327187888
3.0357101357081073	0.029606118897916804	6.220089858206111	0.018893112409161413
3.1653117316643904	0.022386581975634017	6.225079033017442	0.019089098147973355
3.294935412121402	0.01523411722176058	6.230417999722342	0.019011545088138324
3.4245845290623054	0.008242607518958158	6.235912548552867	0.018760303890620052
3.554261728012256	0.0014960541798419128	6.2414393488908715	0.018393322973381365
3.6839687588073233	-0.004932896915603941	6.24692460527704	0.017940245377970322
3.813706433791548	-0.010983052644985898	6.252328293217041	0.01741223841232319
3.943474682451514	-0.01660396293469927	6.257632711376403	0.01680896266579813
4.073272660014503	-0.021754789299206264	6.262834319898638	0.016123403788759334
4.203098878532443	-0.026403003937686527	6.267938041630654	0.015345133712756932
4.332951339447891	-0.030523077475776872	6.272953380160838	0.014462437801431485
4.462827655203349	-0.0340952480633519	6.2778918558436745	0.013463638786566623
4.592725153757772	-0.03710442030725076	6.282765380648283	0.012337864317507453
4.722640964107624	-0.0395392135398887	0.004399980840879868	0.011075439285696593
4.852572083489465	-0.04139116075790892	0.009176501443207046	0.009668033600340844
4.982515428316393	-0.04265404890423506	0.013918533192772916	0.008108657882169842
5.112467871466457	-0.04332338558802649	0.018633597704216805	0.006391571073598215
5.242426268605561	-0.04339597508978934	0.023327907910542695	0.004512143091793567
5.372387476012468	-0.04286958634149517	0.028006495682728436	0.0024667006102725717
5.502348362028039	-0.04174269664115762	0.032673365686357835	0.0002523734207167199
5.6323058138681095	-0.040014296573344744	0.0373316541031527	-0.0021330485275935897
5.762256741172725	-0.037683743578166486	0.04198377947938791	-0.004691242265576087
5.892198077340698	-0.03475065360081776	0.046631578834470805	-0.007423461197004674
6.022134872570989	-0.031526297024920935	0.04755424193236943	-0.01033062682464299
6.152066214656571	-0.028008588027070753	0.04593259217337972	-0.011683229112421053
6.2819929460762145	-0.0242558298583094	0.04262503494167305	-0.012001757455054413
